"","user_id","screen_name","verified","description","location","text","followers_count","friends_count","statuses_count","created_at"
"1","844153532974620672","Aiyli_",FALSE,"Cory <U+2665> Celeste <U+2665>","gt: Aiyli","@MorriganXBL I’ve only tried lexapro and celexa. I hate taking medicine so I’ve only tried the minor antidepressants. Lexapro didn’t help me at all but celexa always has but it’s 20mg instead of 10mg so I’m scared? Idk why",125,103,6529,2020-05-12 18:03:07
"2","844153532974620672","Aiyli_",FALSE,"Cory <U+2665> Celeste <U+2665>","gt: Aiyli","@valiceane Yeah celexa is a super minor antidepressant so you still feel like yourself luckily",125,103,6529,2020-05-12 18:01:19
"3","844153532974620672","Aiyli_",FALSE,"Cory <U+2665> Celeste <U+2665>","gt: Aiyli","@valiceane I’ve taken celexa several times before and they always make me feel better after awhile, but when I start back up I always have anxiety about it bc I hate taking medication. They put me on 20mg instead of 10mg so in my head I’m just freaking out",125,103,6529,2020-05-12 17:58:12
"4","487150813","snackgrl",FALSE,"might fuck around & liv laf luv//        cashapp: $chowdergummy24","","welp my depression has been so terrible that the celexa i’ve been on for years isn’t working anymore so i’m switching to *prozac*. not looking forward to any side effects but oh well. pray 4 me.",61,459,2199,2020-05-11 23:51:08
"5","1270734193","_NativeJoann",FALSE,"Bitch","Wichita, KS","@arinisboss I felt they gave me a more calm trip. I did acid while on celexa and it was so much more fun and bright (?) than the shroom trip I had when I wasn’t on meds.",1287,1716,19333,2020-05-11 20:30:10
"6","9404242","ninjatachyon",FALSE,"primarily made up of coffee and sarcasm. will self destruct on contact.","Toledo, OH","@poonicorny Coffee, birth control, and celexa for breakfast! We love a quarantine breakfast!",135,387,3106,2020-05-11 15:27:57
"7","743876942","KatlynSkelton",FALSE,"it’s been a very rough year. $katlynskelton03 ANY and ALL donations go towards me providing for myself & little sister. I’m an RN just trying to make it <f0><U+009F><U+0092><U+009C><f0><U+009F><U+008C><U+0088><f0><U+009F><U+00A5><U+00B0>","Colonial Heights, VA","@euphelinie @leanda71 @Torryleepowers2 Im on celexa as well.",1139,1703,17587,2020-05-10 20:47:04
"8","1160055653681049600","royorbison666",FALSE,"ouch","","just called alexa celexa and she turned on -)",23,41,155,2020-05-10 15:36:22
"9","1062051338488557568","cowboydandy97",FALSE,"adrien, 22, he/him. i rlly like video games, art, and science","Missouri, USA","@ko2mada2 after 4 years. during that period my doc tried to get me on abilify to boost it, but abilify made me sick as heck. constant nausea and exhaustion. when i was 18, my adult doctor changed me to new antidepressant when celexa wore out. I dont remember the name but...",26,183,1145,2020-05-10 08:54:09
"10","1062051338488557568","cowboydandy97",FALSE,"adrien, 22, he/him. i rlly like video games, art, and science","Missouri, USA","@ko2mada2 it definitely differs person to person because we all have different chemical and genetic make up. i have been on antidepressants and anti-anxietal for 9 years. celexa worked for a while, it was my first one. my doc slowly increased it to max dose. it slowly wore out...",26,183,1145,2020-05-10 08:51:51
